ds,input_dim,# lay,# neu,acc,enc_at_l,enc_eq,solver,ddup,ohe-ddup,h_type,h_solver,# gates,# gates_f,# cl,# var,# avg_cl_s,# avg_var_s,# expl,run_t,t_Model,t_Encoding,t_Explain,t/Exp,m_enc,m_expl,dedup_strat,exp_strat,proc_rounds
compas,34,2,21,0.638061661469309,tot,bit,gc3,sat,N/A,lbx,mgh,42,14,135,94,164.16,118.75,10,0.5885009765625,0.3459489345550537,0.22061800956726074,0.0215301513671875,0.00215301513671875,115.1 KB,167.34 KB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,2,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,19.33411192893982,9.25432300567627,3.1613171100616455,6.917049884796143,0.004636092416083206,1.03 MB,3.37 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,2,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,19.120096921920776,8.96842098236084,3.1250641345977783,7.024948835372925,0.004708410747568985,1.23 MB,3.59 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,2,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,19.045536041259766,9.04362416267395,3.103109836578369,6.897244930267334,0.0046228183178735486,1.03 MB,3.38 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,2,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,19.087203979492188,9.286508083343506,3.037277936935425,6.761855840682983,0.0045320749602432864,1.09 MB,3.44 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,2,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,19.155429124832153,9.340187311172485,3.0477168560028076,6.765833854675293,0.004534741189460652,1.09 MB,3.44 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,N/A,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,19.156450033187866,9.451495170593262,2.9986538887023926,6.704845905303955,0.0044938645477908545,1.07 MB,3.42 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,N/A,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,19.04593777656555,9.345382690429688,2.933181047439575,6.765726089477539,0.004534668960775831,1.01 MB,3.36 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,N/A,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,18.31535792350769,8.699821949005127,2.9934542179107666,6.619900941848755,0.004436930926172087,1.01 MB,3.37 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,N/A,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,18.55984592437744,8.753169059753418,3.0109410285949707,6.793755054473877,0.0045534551303444215,1.02 MB,3.36 MB,parent,mus,0
lending,182,2,100,0.842571839094162,tot,bit,gc3,sat,N/A,lbx,mgh,200,92,1248,433,5321.42,1297.00,1492,18.136609077453613,8.50156021118164,2.932884931564331,6.700764894485474,0.004491129285848172,1.07 MB,3.42 MB,parent,mus,0
